user,location,tweet,Date,Tweet Coordinates
hokuto_19,,"RT @grandfleet_info: 小銃を備えたドローン？ 韓国軍、国産の自爆型や攻撃用UAV導入に着手
https://t.co/P2GZe4xeT7
#航空万能論GF #軍事 #雑学 #ミリタリー #ニュース #韓国 #韓国軍 #防衛事業庁 #無人航空機",2020-12-11 09:30:06,
grandfleet_info,日本,"小銃を備えたドローン？ 韓国軍、国産の自爆型や攻撃用UAV導入に着手
https://t.co/P2GZe4xeT7
#航空万能論GF #軍事 #雑学 #ミリタリー #ニュース #韓国 #韓国軍 #防衛事業庁 #無人航空機",2020-12-11 09:00:44,
sharkisamazing,,"・ツマグロ（全長:1.6m 生息地:インド太平洋のサンゴ礁など）
（Blacktip Reef Shark
Total length:1.6m Habitat:Indo Pacific,coral reef） https://t.co/dZi5EAs37p",2020-12-11 03:22:35,
twins56922966,,"RT @maumi515: @twins56922966 インド太平洋！
Indo Pacific！
世界共通！
アホか💢",2020-12-11 00:21:09,
maumi515,Tokyo JAPAN,"@twins56922966 インド太平洋！
Indo Pacific！
世界共通！
アホか💢",2020-12-11 00:20:46,
5xVERXMOfAMai43,,"RT @pikarasukaru: Grenell Points to Example of Biden Already 'Dutifully Complying' with China's Demands https://t.co/Tl8tMT6GFd 
インド太平洋ではなく…",2020-12-10 22:21:52,
yymods,ゆっくりまったりの通り道 鍵垢さんは一言お声がけ下さい。,"RT @pikarasukaru: Grenell Points to Example of Biden Already 'Dutifully Complying' with China's Demands https://t.co/Tl8tMT6GFd 
インド太平洋ではなく…",2020-12-10 21:41:42,
pikarasukaru,,"Grenell Points to Example of Biden Already 'Dutifully Complying' with China's Demands https://t.co/Tl8tMT6GFd 
インド太… https://t.co/6DLTKwRQ62",2020-12-10 21:17:37,
Hiromi_HIROSE,,中国とパキスタンがインド国境近くで合同空軍演出。China and Pakistan conduct joint air drills -- with eye on India - Nikkei Asia https://t.co/UOqyJOPbBl,2020-12-10 14:39:34,
SharkIjuin,福岡🇯🇵🗾,"@ex95UQvrzZgUiFK 【ハードブレグジット❗️】
以前は、そんな話がでるたびに株価が下げていたけど、もうビクともしなくなった😂
それより空母クイーンエリザベスの方が気になります😁
https://t.co/tV3YR1HWJY",2020-12-10 02:17:22,
XX95634186,,"テロの 脅威で眠れない インドネシア | Indo-Pacific Defense Forum

青毛
僕テロリスト指導者より強いから。
冗談抜きだから。
テロリストもテロやめるよ。
▼だから世の中は。 https://t.co/6ONIvp5WFF",2020-12-10 02:08:53,
oochan2017,岡山の山の中,"RT @MichitoTsuruoka: 独のインド太平洋関与についてのコメンタリー。

中国をことさら敵視せず、柔軟に多国間主義・地域主義を強調する独の姿勢はASEANの方向性と一致、とのこと

――これが故に、独はどっちつかずで頼りにならないと批判されるわけですが、よく考え…",2020-12-10 00:37:48,
nonfictionJ,,"RT @MichitoTsuruoka: 独のインド太平洋関与についてのコメンタリー。

中国をことさら敵視せず、柔軟に多国間主義・地域主義を強調する独の姿勢はASEANの方向性と一致、とのこと

――これが故に、独はどっちつかずで頼りにならないと批判されるわけですが、よく考え…",2020-12-10 00:27:50,
konro62168341,,"RT @MichitoTsuruoka: 独のインド太平洋関与についてのコメンタリー。

中国をことさら敵視せず、柔軟に多国間主義・地域主義を強調する独の姿勢はASEANの方向性と一致、とのこと

――これが故に、独はどっちつかずで頼りにならないと批判されるわけですが、よく考え…",2020-12-10 00:04:43,
kunasiritakepi,,「仕様の標準化で固定価格化を推し進め低価格に」をすることで従来F-16を買うことが難しいと思われていた国にも売り込めるとは・・今後のグリペンのセールスにもかなり影響あるかも・・ https://t.co/CuyZwBEf7B,2020-12-09 22:36:44,
sharkisamazing,,"・トラフザメ（全長:2〜3m 生息地:インド太平洋、サンゴ礁）
（Zebra shark
Total length:2〜3m Habitat:Indo-Pacific,coral reef) https://t.co/57jb2gJlbm",2020-12-09 19:52:19,
gggiiggg,,"RT @MichitoTsuruoka: 11月5日の豪ASPIでの豪独国防相参加のウェビナーにおけるクランプ＝カレンバウアー独国防相の発言は、独艦艇のインド洋展開など、メディアで大きく報じられました。日本でも何か目玉を期待！
https://t.co/zPLMlr8yxH",2020-12-09 12:34:54,
Bulge1994,埋木舎,"RT @MichitoTsuruoka: 11月5日の豪ASPIでの豪独国防相参加のウェビナーにおけるクランプ＝カレンバウアー独国防相の発言は、独艦艇のインド洋展開など、メディアで大きく報じられました。日本でも何か目玉を期待！
https://t.co/zPLMlr8yxH",2020-12-09 12:05:24,
JmaEod,画像の無断転載は一切禁止します,"RT @Southwood_: https://t.co/BztCewfIks
フィリピンにいるアメリカ国の国防長官代理の人がアメリカ国がフィリピンに援助した鉄砲や装備を見ています https://t.co/qlcbKQADEk",2020-12-09 11:50:43,
MichitoTsuruoka,,"11月5日の豪ASPIでの豪独国防相参加のウェビナーにおけるクランプ＝カレンバウアー独国防相の発言は、独艦艇のインド洋展開など、メディアで大きく報じられました。日本でも何か目玉を期待！
https://t.co/zPLMlr8yxH",2020-12-09 11:40:38,
Mark__OMG,,"RT @Southwood_: https://t.co/BztCewfIks
フィリピンにいるアメリカ国の国防長官代理の人がアメリカ国がフィリピンに援助した鉄砲や装備を見ています https://t.co/qlcbKQADEk",2020-12-09 11:22:37,
STFMK918,神奈川,"RT @Southwood_: https://t.co/BztCewfIks
フィリピンにいるアメリカ国の国防長官代理の人がアメリカ国がフィリピンに援助した鉄砲や装備を見ています https://t.co/qlcbKQADEk",2020-12-09 11:20:40,
Southwood_,,"https://t.co/BztCewfIks
フィリピンにいるアメリカ国の国防長官代理の人がアメリカ国がフィリピンに援助した鉄砲や装備を見ています https://t.co/qlcbKQADEk",2020-12-09 11:13:23,
Bulge1994,埋木舎,"RT @MichitoTsuruoka: 独のインド太平洋関与についてのコメンタリー。

中国をことさら敵視せず、柔軟に多国間主義・地域主義を強調する独の姿勢はASEANの方向性と一致、とのこと

――これが故に、独はどっちつかずで頼りにならないと批判されるわけですが、よく考え…",2020-12-09 11:07:10,
RisingS40657724,,"@GemkiFujii アメリカはMAGA（Make America Great Again）実現
日本はMJGA（Make Japan Great Again）実現
そして、
QUADからのIPTO（Indo-Pacific T… https://t.co/Qnn2ATi3PJ",2020-12-09 10:11:23,
narihira1125,,"RT @MichitoTsuruoka: 独のインド太平洋関与についてのコメンタリー。

中国をことさら敵視せず、柔軟に多国間主義・地域主義を強調する独の姿勢はASEANの方向性と一致、とのこと

――これが故に、独はどっちつかずで頼りにならないと批判されるわけですが、よく考え…",2020-12-09 09:47:06,
2areareearama2,迷界,"RT @MichitoTsuruoka: 独のインド太平洋関与についてのコメンタリー。

中国をことさら敵視せず、柔軟に多国間主義・地域主義を強調する独の姿勢はASEANの方向性と一致、とのこと

――これが故に、独はどっちつかずで頼りにならないと批判されるわけですが、よく考え…",2020-12-09 09:03:07,
photon_do,心の神殿,"RT @grandfleet_info: グリペン有利を覆すことに成功？ フィリピンがF-16V導入を匂わせる
https://t.co/Wco0DO2XpX
#航空万能論GF #軍事 #雑学 #ミリタリー #ニュース #フィリピン #戦闘機 #F16V #グリペン",2020-12-09 08:53:54,
MichitoTsuruoka,,"独のインド太平洋関与についてのコメンタリー。

中国をことさら敵視せず、柔軟に多国間主義・地域主義を強調する独の姿勢はASEANの方向性と一致、とのこと

――これが故に、独はどっちつかずで頼りにならないと批判されるわけですが、よ… https://t.co/eWJCAUNRL3",2020-12-09 08:45:06,
mugimaru_2019,兵庫県,NATO事務総長：中国の軍事拡大は脅威をもたらすと明言 | Indo-Pacific Defense Forum https://t.co/3NWouEhjty,2020-12-09 00:17:56,
noribeko,日本 群馬,グリペン有利を覆すことに成功？ フィリピンがF-16V導入を匂わせる – 航空万能論GF https://t.co/UsSSrTSOsM,2020-12-08 22:38:34,
hokuto_19,,"RT @grandfleet_info: グリペン有利を覆すことに成功？ フィリピンがF-16V導入を匂わせる
https://t.co/Wco0DO2XpX
#航空万能論GF #軍事 #雑学 #ミリタリー #ニュース #フィリピン #戦闘機 #F16V #グリペン",2020-12-08 18:55:45,
cat_at_fish,𓇚𓊐𓇚𓊐𓇚𓊐𓇚𓊐𓇚𓊐𓇚𓊐𓇚𓊐𓇚,"バイデンとインド太平洋戦略

Biden Administration Could Benefit from Keeping an Indo-Pacific Focus https://t.co/lcesBRl6Yr @RANDCorporationから",2020-12-08 18:00:05,
grandfleet_info,日本,"RT @grandfleet_info: グリペン有利を覆すことに成功？ フィリピンがF-16V導入を匂わせる
https://t.co/Wco0DO2XpX
#航空万能論GF #軍事 #雑学 #ミリタリー #ニュース #フィリピン #戦闘機 #F16V #グリペン",2020-12-08 15:34:50,
PchanMuchan,沖縄、東京、千葉,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-08 12:51:52,
RIKI26287444,神戸市在住,RT @lvory_bear: 最新鋭機やん😲 https://t.co/Qi2PYQPRp5,2020-12-08 10:20:13,
lvory_bear,北海道 湘南,最新鋭機やん😲 https://t.co/Qi2PYQPRp5,2020-12-08 09:53:07,
HollyhiiragiZ,日本 会津,グリペン有利を覆すことに成功？ フィリピンがF-16V導入を匂わせる – 航空万能論GF https://t.co/Mc0ArlVxHv,2020-12-08 09:37:40,
grandfleet_info,日本,"グリペン有利を覆すことに成功？ フィリピンがF-16V導入を匂わせる
https://t.co/Wco0DO2XpX
#航空万能論GF #軍事 #雑学 #ミリタリー #ニュース #フィリピン #戦闘機 #F16V #グリペン",2020-12-08 09:00:34,
adagjmw,日本,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-08 06:49:43,
touya1080,桜祭り真っ最中！,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-08 04:47:17,
KeiNishikawa3,,RT @V3GDohF1BPFF8x7: @sarukame999 @Yuichi_Hosoya 横から失礼します。その言葉はfree and open Indo-Pacific regionの訳語だと思いますがIndo-Pacificという表現はH30.10.29の日印首脳会…,2020-12-08 04:27:49,
sarukame999,バンビ軒バンビタウン,RT @V3GDohF1BPFF8x7: @sarukame999 @Yuichi_Hosoya 横から失礼します。その言葉はfree and open Indo-Pacific regionの訳語だと思いますがIndo-Pacificという表現はH30.10.29の日印首脳会…,2020-12-08 04:10:32,
V3GDohF1BPFF8x7,,@sarukame999 @Yuichi_Hosoya 横から失礼します。その言葉はfree and open Indo-Pacific regionの訳語だと思いますがIndo-Pacificという表現はH30.10.29の日印… https://t.co/j4lcXwKjAH,2020-12-08 04:03:03,
AGlobalism,,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-08 03:40:22,
q9sCGmHBT4Mm2GY,,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-08 03:15:43,
kkagayaki,東京都青梅沿線,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-08 03:12:34,
zouzeihantaiiin,,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-08 03:04:36,
katori_ine,東京都杉並区,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-08 03:00:13,
cell2525ume,,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-08 02:56:59,
0gi6164b38723h,地球のどこか,"今は 
どのあたりを航行してるのかな❓UK to send aircraft carrier strike group to waters near Japan https://t.co/dc8IPHtJrw",2020-12-08 02:48:24,
whitymt,Japan,"米海軍、インド・太平洋海域担当の新艦隊創設へ
https://t.co/rCwuU3UNDr",2020-12-08 02:40:25,
airando7777,日本,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-08 02:11:26,
takaken06156581,,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-08 01:40:45,
TokumiToshio,神奈川県横浜市,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-08 01:29:32,
Sanbon19914870,,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-08 01:22:20,
sharkisamazing,,"・レモンザメ（全長:3.8mまで 生息地:インド太平洋の熱帯域）（Sicklefin Lemmon Shark
Total length:Max3.8m Habitat:The tropics of Indo-Pacific) https://t.co/lf0RZtNPNP",2020-12-08 01:21:46,
ajlP2IGrZviRaIQ,,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-08 00:29:43,
puppys4yyst,,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-08 00:13:52,
NeponZ,,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 23:58:18,
gallop1oz,,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 23:40:37,
hjy1h32hdy,宮城県,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 23:38:41,
22sunrise,埼玉県,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 23:37:35,
omoshirotv_tv,,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 23:33:21,
kojiro323,地球のどこか……たぶん日本,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 22:49:52,
yk380205,,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 22:22:09,
jk55og,,"RT @kimagasenohaha: 🐇
＜インド太平洋
英国が空母打撃群を日本近海に派遣
西太平洋へのまれな英国の進出で期待される日米軍との訓練
https://t.co/jXES7Kub4B",2020-12-07 22:06:13,
seiyaph04,岐阜県,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 21:51:12,
tu4126,,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 21:51:05,
aq9bIaYjFRbOele,,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 21:38:09,
southbear007,japan,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 21:30:55,
taminokamado_j,,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 21:23:25,
nezhegg,,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 21:19:26,
GORUZOU13,日本国,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 21:17:31,
dorayakiko200,,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 21:06:33,
GDmY5V26yyqZiK3,日本,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 20:21:16,
jj_junkie,熊本➡︎福岡,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 20:21:15,
kazuoojp,北海道　札幌市,"何でこの時期に米国はアジアで動き回るのかなぁ。1.20に大統領が変わるこの時期にだよ。東アジアからインド太平洋政策にシフト変えだな。沖縄は用済みじゃないかな。

Acting US defense secretary to pus… https://t.co/Du9YseQcQ6",2020-12-07 20:00:01,
makomako713,東京、練馬,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 19:32:27,
sharkisamazing,,"・ツマグロ（全長:1.6m 生息地:インド太平洋のサンゴ礁など）
（Blacktip Reef Shark
Total length:1.6m Habitat:Indo Pacific,coral reef） https://t.co/dZi5EAs37p",2020-12-07 19:24:35,
AititSui,,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 19:12:39,
uprise1jimmy,東京 港区,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 19:08:40,
entranador,東京都,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 16:20:36,
stWUknsTRLO7D7p,日本,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 16:09:53,
ritsukijima,,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 16:06:27,
26sai_bng,Japan,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 16:06:00,
ryunosuke55,日本 ,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 15:52:39,
jteikoku,,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 15:32:14,
sa_hideo,,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 15:31:46,
OPPA3195,日本 茨城,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 15:21:07,
officeks01,日本国,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 15:20:14,
penny0815,,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 14:48:54,
daru241,福岡 福岡市,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 14:48:28,
BL97xJkgTJuLcsS,日本,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 14:45:33,
PzjhcTjERsfcV6R,,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 14:43:30,
QZ0Kcby9UB2p7Yx,,"RT @AaronOtsuka: 日英米で共同演習。クイーンエリザベス空母打撃郡が来る。南西諸島で共同演習予定。

https://t.co/6xgko2TY9s",2020-12-07 14:35:33,
