user,location,tweet,Date,Tweet Coordinates
MuljiThakkar,"Surat, India","India, France discuss counter-terrorism, cooperation in Indo-Pacific at strategic dialogue
 https://t.co/C8tGib9B6a… https://t.co/aEqnkFGYvo",2021-01-10 03:52:15,
bhavahyuktah,,"India, France discuss counter-terrorism, cooperation in Indo-Pacific at strategic dialogue
 https://t.co/Ln6APOn75W… https://t.co/wKdD4871tg",2021-01-10 03:47:59,
VinodPa27452221,"Jaipur, India",This is really great move by USA for the security of indo Pacific region https://t.co/Ac1zixkK09,2021-01-10 03:47:35,
Magu21885917,Bangalore,"RT @TarekFatah: Indo-Pacific is the Power Axis of the 21st Century — @RamMadhavBJP
https://t.co/jlQupnH6lH",2021-01-10 03:45:30,
Arun52463306,"Gujarat, India","RT @OfficeOf_JV: India, France discuss counter-terrorism, cooperation in Indo-Pacific at strategic dialogue

https://t.co/Z31rwa9HR4

via N…",2021-01-10 03:45:23,
orfonline,India,"“A lot will also ride on how the #ASEAN countries can work to restore the ‘ASEAN centrality and unity,’” says… https://t.co/5fLKneCFZZ",2021-01-10 03:45:00,
mukulnda,Delhi,"RT @StratNewsGlobal: In the 1st #SimplyNitin of 2021 @nitingokhale analyses India’s External &amp; Internal Challenges, Threats &amp; Opportunities…",2021-01-10 03:42:21,
NoahSarahnoah,,RT @SecPompeo: Glad to speak with Singaporean Foreign Minister Balakrishnan today to reaffirm the importance of our bilateral relationship…,2021-01-10 03:37:57,
mahadev_mayank,,"RT @hariharanCP2: India, France discuss counter-terrorism, cooperation in Indo-Pacific at strategic dialogue
https://t.co/uKZ00pQ7Kz via Na…",2021-01-10 03:36:45,
BRI_SL,Sri Lanka,"RT @lseideas: For Sri Lanka, 3 key factors will have a major impact on its foreign policy: Biden’s support for multilateralism, the potenti…",2021-01-10 03:29:25,
nitingokhale,New Delhi,"RT @StratNewsGlobal: In the 1st #SimplyNitin of 2021 @nitingokhale analyses India’s External &amp; Internal Challenges, Threats &amp; Opportunities…",2021-01-10 03:24:03,
AvinashKS14,India,"RT @TarekFatah: Indo-Pacific is the Power Axis of the 21st Century — @RamMadhavBJP
https://t.co/jlQupnH6lH",2021-01-10 03:18:14,
fadli_tamam,Indonesia,"RT @NikkeiAsia: OPINION | New president won't have to work too hard to repair US partnerships, writes Derek Grossman.
https://t.co/Xk6tBJI2…",2021-01-10 03:14:03,
orfonline,India,The central story of our times is an ever more dynamic interaction between the two major powers of the Indo-Pacific… https://t.co/ttaALbZ52J,2021-01-10 03:00:00,
ShreePanicker,,"RT @DerekJGrossman: Contrary to conventional wisdom, the Biden admin will inherit relatively healthy US alliances &amp; partnerships post-Trump…",2021-01-10 02:59:04,
BharatSimha1,,"RT @TarekFatah: Indo-Pacific is the Power Axis of the 21st Century — @RamMadhavBJP
https://t.co/jlQupnH6lH",2021-01-10 02:58:54,
4121tripathi,New Delhi,"India, France discuss counter-terrorism, cooperation in Indo-Pacific at strategic dialogue
https://t.co/fHMlYeEWyV https://t.co/Bst4mgCvo8",2021-01-10 02:58:27,
DasanayakeSan,"Colombo, Sri Lanka","RT @lseideas: For Sri Lanka, 3 key factors will have a major impact on its foreign policy: Biden’s support for multilateralism, the potenti…",2021-01-10 02:57:46,
beingvick,"Jamshedpur, India","RT @TarekFatah: Indo-Pacific is the Power Axis of the 21st Century — @RamMadhavBJP
https://t.co/jlQupnH6lH",2021-01-10 02:49:01,
Viratbjp2991,"Bhadohi, India","RT @sunilozabjp: India, France discuss counter-terrorism, cooperation in Indo-Pacific at strategic dialogue
https://t.co/hs51QfNHZt

via Na…",2021-01-10 02:28:52,
WaqasAli0561,"Islamabad, Pakistan","RT @TarekFatah: Indo-Pacific is the Power Axis of the 21st Century — @RamMadhavBJP
https://t.co/jlQupnH6lH",2021-01-10 02:28:35,
ssm_bjp,"Bhadohi, India","RT @sunilozabjp: India, France discuss counter-terrorism, cooperation in Indo-Pacific at strategic dialogue
https://t.co/hs51QfNHZt

via Na…",2021-01-10 02:28:09,
sanjay_bjp19,"Bhadohi, India","RT @sunilozabjp: India, France discuss counter-terrorism, cooperation in Indo-Pacific at strategic dialogue
https://t.co/hs51QfNHZt

via Na…",2021-01-10 02:26:58,
Ankitkumar7915,"Sikkim, India","RT @TarekFatah: Indo-Pacific is the Power Axis of the 21st Century — @RamMadhavBJP
https://t.co/jlQupnH6lH",2021-01-10 02:26:48,
BharatVeer1919,parshurama bhumi,"RT @TarekFatah: Indo-Pacific is the Power Axis of the 21st Century — @RamMadhavBJP
https://t.co/jlQupnH6lH",2021-01-10 02:26:28,
yogesh_bjp,,"RT @sunilozabjp: India, France discuss counter-terrorism, cooperation in Indo-Pacific at strategic dialogue
https://t.co/hs51QfNHZt

via Na…",2021-01-10 02:26:15,
Pradeep52263961,,"RT @sunilozabjp: India, France discuss counter-terrorism, cooperation in Indo-Pacific at strategic dialogue
https://t.co/hs51QfNHZt

via Na…",2021-01-10 02:25:45,
sanjay_mishra91,"Ghosia Bazar, Bhadohi India","RT @sunilozabjp: India, France discuss counter-terrorism, cooperation in Indo-Pacific at strategic dialogue
https://t.co/hs51QfNHZt

via Na…",2021-01-10 02:25:28,
PratapThainuan,,"RT @TarekFatah: Indo-Pacific is the Power Axis of the 21st Century — @RamMadhavBJP
https://t.co/jlQupnH6lH",2021-01-10 02:24:22,
loksabhbhadohi,"Bhadohi, India","RT @sunilozabjp: India, France discuss counter-terrorism, cooperation in Indo-Pacific at strategic dialogue
https://t.co/hs51QfNHZt

via Na…",2021-01-10 02:24:14,
Bjp4Bhadohi,"Bhadohi, India","RT @sunilozabjp: India, France discuss counter-terrorism, cooperation in Indo-Pacific at strategic dialogue
https://t.co/hs51QfNHZt

via Na…",2021-01-10 02:23:07,
VSabhaAurai394,"Bhadohi, India","RT @sunilozabjp: India, France discuss counter-terrorism, cooperation in Indo-Pacific at strategic dialogue
https://t.co/hs51QfNHZt

via Na…",2021-01-10 02:22:00,
VSBhadohi392,"Bhadohi, India","RT @sunilozabjp: India, France discuss counter-terrorism, cooperation in Indo-Pacific at strategic dialogue
https://t.co/hs51QfNHZt

via Na…",2021-01-10 02:21:11,
TheThinkerAndT1,,"RT @TarekFatah: Indo-Pacific is the Power Axis of the 21st Century — @RamMadhavBJP
https://t.co/jlQupnH6lH",2021-01-10 02:15:41,
nationa67243817,Telangana Bharat ,"RT @TarekFatah: Indo-Pacific is the Power Axis of the 21st Century — @RamMadhavBJP
https://t.co/jlQupnH6lH",2021-01-10 02:13:54,
jins94475391,,"RT @TarekFatah: Indo-Pacific is the Power Axis of the 21st Century — @RamMadhavBJP
https://t.co/jlQupnH6lH",2021-01-10 02:13:40,
manu21389,"New Delhi, India",@biannagolodryga China bully Australia japan korea threatens taiwan with invasion kills indian soldier...and people… https://t.co/SU4Ra7Zgl1,2021-01-10 02:11:36,
hemasankar,"Chennai,India","RT @TarekFatah: Indo-Pacific is the Power Axis of the 21st Century — @RamMadhavBJP
https://t.co/jlQupnH6lH",2021-01-10 02:11:21,
ShikhaM14,,"RT @TarekFatah: Indo-Pacific is the Power Axis of the 21st Century — @RamMadhavBJP
https://t.co/jlQupnH6lH",2021-01-10 02:10:19,
nimeshaghera,"New Delhi, Delhi","RT @TarekFatah: Indo-Pacific is the Power Axis of the 21st Century — @RamMadhavBJP
https://t.co/jlQupnH6lH",2021-01-10 02:08:29,
RajendraRai1234,(u.p.),"RT @TarekFatah: Indo-Pacific is the Power Axis of the 21st Century — @RamMadhavBJP
https://t.co/jlQupnH6lH",2021-01-10 02:07:23,
TarekFatah,"Toronto, Ontario","Indo-Pacific is the Power Axis of the 21st Century — @RamMadhavBJP
https://t.co/jlQupnH6lH",2021-01-10 02:07:13,
bulbulroymishra,"दिल्ली, भारत","India, France discuss counter-terrorism, cooperation in Indo-Pacific at strategic dialogue https://t.co/AWVbzYQUl7",2021-01-10 02:00:58,
Subash2Dr,"Brahmapur/Bhubaneswar, india.","India, France discuss counter-terrorism, cooperation in Indo-Pacific at strategic dialogue
 https://t.co/cXBNesOHDX https://t.co/jLTzFQoDEM",2021-01-10 01:32:56,
VipinKu71137422,India,"RT @sunilozabjp: India, France discuss counter-terrorism, cooperation in Indo-Pacific at strategic dialogue
https://t.co/hs51QfNHZt

via Na…",2021-01-10 01:03:54,
yadavop291,"Jaipur, India","India, France discuss counter-terrorism, cooperation in Indo-Pacific at strategic dialogue
 https://t.co/MpxR5i69mH… https://t.co/98fBREYStG",2021-01-10 00:58:25,
Devious419,,@SBSNews #BLM! Here we go again! The ethincally White European community of Aussies being xenophobic and racist to… https://t.co/OOXi026K73,2021-01-10 00:24:20,
DrJohnFreedman,,MANATEES in western waters (and DUGONGS in the Indo-Pacific region) are members of the order SIRENIA – which links… https://t.co/7ev0osomvf,2021-01-10 00:23:27,
Devious419,,@abcnews #BLM! The ethincally White European community of Aussies being xenophobic and racist to Blackfellas is not… https://t.co/Qh2a2iZtCs,2021-01-10 00:21:08,
TexasTropicals,"Dallas, TX",RT @Scott_Zona: ICYMI: Interesting article by Liang et al. on seed biology of the coastal Indo-Pacific shrub Scaevola tacadda (as S. serice…,2021-01-10 00:00:11,
sathudy,,"RT @hariharanCP2: India, France discuss counter-terrorism, cooperation in Indo-Pacific at strategic dialogue
https://t.co/uKZ00pQ7Kz via Na…",2021-01-09 23:52:06,
chowd0103,,"RT @DerekJGrossman: Contrary to conventional wisdom, the Biden admin will inherit relatively healthy US alliances &amp; partnerships post-Trump…",2021-01-09 23:30:39,
SousaPPS,Portugal,"RT @HistoryStrategy: “#Germany , #France and #Britain each plan to boost their #military presence in the #Indo -#Pacific region, a move is…",2021-01-09 23:19:33,
ProtectingTerra,#nofixedaddress,"RT @FinancialTimes: The German foreign ministry has signalled its desire for a shift. Last year it issued new Indo-Pacific Guidelines, whic…",2021-01-09 23:13:22,
raymond53384974,,RT @SecPompeo: Glad to speak with Singaporean Foreign Minister Balakrishnan today to reaffirm the importance of our bilateral relationship…,2021-01-09 23:12:07,
Simon85205764,Canada,"RT @CIMSEC: How Australia's Maritime Strategy and Partnerships in the Indo-Pacific Upset China — David Scott
#China #Aggression
#WriteFight…",2021-01-09 23:08:01,
jakebebber,"Pensacola, FL","RT @CIMSEC: How Australia's Maritime Strategy and Partnerships in the Indo-Pacific Upset China — David Scott
#China #Aggression
#WriteFight…",2021-01-09 23:02:10,
CIMSEC,Washington D.C.,"How Australia's Maritime Strategy and Partnerships in the Indo-Pacific Upset China — David Scott
#China #Aggression… https://t.co/Ki3a3LhY5l",2021-01-09 23:00:26,
berard_mike,"Paris, France, Europe","RT @LowyInstitute: ""The constant searching for clues about how much emphasis the US government is going to place on China, Asia or the Indo…",2021-01-09 22:58:25,
Idrees_Badeeu,Maldives,"RT @Diplomat_APAC: Everyone agrees in principle that a rules-based order for the Indo-Pacific would be a fine thing, Divesting of coloniali…",2021-01-09 22:54:33,
giacomo17944096,"Malibu, California","RT @HooverInst: ""As Chinese society turns inward at the orders of the CCP, and as the world watches it wither Hong Kong’s democracy, the po…",2021-01-09 22:53:48,
Murtaza44700190,Earth,"RT @RRajagopalanJNU: Recent essays:

""Evasive Balancing: India’s Unviable Indo-Pacific Strategy"" in International Affairs 
https://t.co/ZfK…",2021-01-09 22:51:46,
OfficerNagao,,"RT @indfoundation: January-February 2021 Issue of India Foundation Journal

Focus: Centrality of the Indo-Pacific

Download Link: https://t…",2021-01-09 22:48:27,
OfficerNagao,,"RT @indfoundation: January-February 2021 Issue of India Foundation Journal

Focus: Centrality of the Indo-Pacific

Download Link:
https://t…",2021-01-09 22:46:46,
dakine53,"Keystone Heights, Florida ",RT @SecPompeo: Glad to speak with Singaporean Foreign Minister Balakrishnan today to reaffirm the importance of our bilateral relationship…,2021-01-09 22:44:54,
garland_paige,Australia,"RT @DerekJGrossman: Contrary to conventional wisdom, the Biden admin will inherit relatively healthy US alliances &amp; partnerships post-Trump…",2021-01-09 22:44:49,
pru_luttrell,"Gadigal Land, Eora Nation","RT @LowyInstitute: ""The constant searching for clues about how much emphasis the US government is going to place on China, Asia or the Indo…",2021-01-09 22:40:38,
alexis_herreram,Centre for Grand Strategy | KCL,"RT @LowyInstitute: ""The constant searching for clues about how much emphasis the US government is going to place on China, Asia or the Indo…",2021-01-09 22:37:04,
InsiderRogue,,"RT @LowyInstitute: ""The constant searching for clues about how much emphasis the US government is going to place on China, Asia or the Indo…",2021-01-09 22:35:32,
LowyInstitute,"Sydney, Australia","""The constant searching for clues about how much emphasis the US government is going to place on China, Asia or the… https://t.co/yt9dPFWJIY",2021-01-09 22:34:00,
rajnishsasmal,"Bengaluru, India",RT @AmbLindnerIndia: Today video-conference between Chancellor Angela #Merkel and Prime Minister @narendramodi . Topics included #Corona-pa…,2021-01-09 22:32:14,
Diplomat_APAC,"Tokyo, Japan","Everyone agrees in principle that a rules-based order for the Indo-Pacific would be a fine thing, Divesting of colo… https://t.co/rTIqaZjjKu",2021-01-09 22:30:00,
vnaparis,"Cachan, France","RT @DerekJGrossman: Contrary to conventional wisdom, the Biden admin will inherit relatively healthy US alliances &amp; partnerships post-Trump…",2021-01-09 22:10:39,
DuttMaheshwar,,"India, France discuss counter-terrorism, cooperation in Indo-Pacific at strategic dialogue
https://t.co/43PSlVoDPc… https://t.co/uMlkjgJ6I9",2021-01-09 22:00:29,
kimvie,,"RT @FinancialTimes: The German foreign ministry has signalled its desire for a shift. Last year it issued new Indo-Pacific Guidelines, whic…",2021-01-09 21:50:43,
seventiesicon,,"@royboy011 @adamhamdy The following world regions have been declared polio-free:

The Americas (1994)
Indo-West Pac… https://t.co/sHiGsHWH6b",2021-01-09 21:50:03,
HolemanJune,"New Orleans, LA","RT @HooverInst: ""As Chinese society turns inward at the orders of the CCP, and as the world watches it wither Hong Kong’s democracy, the po…",2021-01-09 21:41:31,
ThisCranDell,"Buffalo, NY",RT @Scott_Zona: ICYMI: Interesting article by Liang et al. on seed biology of the coastal Indo-Pacific shrub Scaevola tacadda (as S. serice…,2021-01-09 21:38:07,
MeruemGI,U,"RT @NikkeiAsia: OPINION | New president won't have to work too hard to repair US partnerships, writes Derek Grossman.
https://t.co/Xk6tBJI2…",2021-01-09 21:35:09,
PrernaVashisht4,,"India, France discuss counter-terrorism, cooperation in Indo-Pacific at strategic dialogue https://t.co/Lc7wqNIYB5",2021-01-09 21:30:57,
Lepidodendron,Bern,RT @Scott_Zona: ICYMI: Interesting article by Liang et al. on seed biology of the coastal Indo-Pacific shrub Scaevola tacadda (as S. serice…,2021-01-09 21:29:09,
HistoryStrategy,,"RT @HistoryStrategy: “#Germany , #France and #Britain each plan to boost their #military presence in the #Indo -#Pacific region, a move is…",2021-01-09 21:15:40,
EASCentre,,RT @AsiaMTI: This year's Exercise Malabar saw the participation of Australia for the first time since 2007. @rupakj explains what this mean…,2021-01-09 21:14:56,
kheyduk,"Honolulu, HI",RT @Scott_Zona: ICYMI: Interesting article by Liang et al. on seed biology of the coastal Indo-Pacific shrub Scaevola tacadda (as S. serice…,2021-01-09 21:07:58,
Scott_Zona,"📐, North Carolina, USA ",ICYMI: Interesting article by Liang et al. on seed biology of the coastal Indo-Pacific shrub Scaevola tacadda (as S… https://t.co/KrD6cptsYs,2021-01-09 21:05:03,
AgrawalSadhuram,Bangalore,"India, France discuss counter-terrorism, cooperation in Indo-Pacific at strategic dialogue
https://t.co/8vdEbhaDJS… https://t.co/z94H23byZp",2021-01-09 21:02:16,
AngieGLaw,USA,"RT @DerekJGrossman: Contrary to conventional wisdom, the Biden admin will inherit relatively healthy US alliances &amp; partnerships post-Trump…",2021-01-09 20:59:48,
pramohs,Bangalore,"RT @stellensatz: @somnath1978 According to @Cold_Peace_ , Biden has already abandoned the phrase ""Indo-Pacific"" and is reverting to ""Asia-P…",2021-01-09 20:54:48,
SankaPadma,,"RT @DerekJGrossman: Contrary to conventional wisdom, the Biden admin will inherit relatively healthy US alliances &amp; partnerships post-Trump…",2021-01-09 20:54:43,
FedeScipio,Italia,"RT @Diplomat_APAC: While its involvement is broadly welcomed in the region, the U.K. must first clarify what its Indo-Pacific presence will…",2021-01-09 20:48:04,
transopac,India,"RT @NikkeiAsia: OPINION | New president won't have to work too hard to repair US partnerships, writes Derek Grossman.
https://t.co/Xk6tBJI2…",2021-01-09 20:44:59,
VinodKumar_1959,,"RT @DerekJGrossman: Contrary to conventional wisdom, the Biden admin will inherit relatively healthy US alliances &amp; partnerships post-Trump…",2021-01-09 20:44:20,
DavidLivesey15,,"RT @NikkeiAsia: OPINION | New president won't have to work too hard to repair US partnerships, writes Derek Grossman.
https://t.co/Xk6tBJI2…",2021-01-09 20:44:08,
FedeScipio,Italia,"RT @NikkeiAsia: OPINION | New president won't have to work too hard to repair US partnerships, writes Derek Grossman.
https://t.co/Xk6tBJI2…",2021-01-09 20:42:55,
CURIELANO,,"While India and France discussed China and its role in the Indo-Pacific and Indian Ocean, Paris has invited Indian… https://t.co/FTADCrG2KU",2021-01-09 20:40:11,
NikkeiAsia,Tokyo,"OPINION | New president won't have to work too hard to repair US partnerships, writes Derek Grossman.
https://t.co/Xk6tBJI23o",2021-01-09 20:38:42,
Rory_Medcalf,Canberra,"RT @DerekJGrossman: Contrary to conventional wisdom, the Biden admin will inherit relatively healthy US alliances &amp; partnerships post-Trump…",2021-01-09 20:38:20,
CaroleStockholm,,"RT @ranil: 🇬🇧🇻🇳 Pleased to hear we have locked in our trade deal with Vietnam.

🤝🌏 Today’s signing will deepen our relationship with Vietna…",2021-01-09 20:31:34,
soniamcpinheiro,"Lisboa, Portugal","RT @HistoryStrategy: “#Germany , #France and #Britain each plan to boost their #military presence in the #Indo -#Pacific region, a move is…",2021-01-09 20:15:30,
lightuponlights,Al-Ard,"RT @DerekJGrossman: Contrary to conventional wisdom, the Biden admin will inherit relatively healthy US alliances &amp; partnerships post-Trump…",2021-01-09 20:14:00,
Mark45dominic,,"RT @DerekJGrossman: Contrary to conventional wisdom, the Biden admin will inherit relatively healthy US alliances &amp; partnerships post-Trump…",2021-01-09 20:12:47,
DerekJGrossman,"Santa Monica, CA","Contrary to conventional wisdom, the Biden admin will inherit relatively healthy US alliances &amp; partnerships post-T… https://t.co/g1MKTaW1gq",2021-01-09 20:12:20,
fsheheryar,New Delhi,"India, France discuss counter-terrorism, cooperation in Indo-Pacific at strategic dialogue
https://t.co/9DNLs9pm8H… https://t.co/6pq2jaalOR",2021-01-09 20:05:57,
Swuro_29,,"RT @hariharanCP2: India, France discuss counter-terrorism, cooperation in Indo-Pacific at strategic dialogue
https://t.co/uKZ00pQ7Kz via Na…",2021-01-09 19:48:39,
predatorhunting,California,RT @AmerHeroesRadio: Readout of (PDO) Assistant Secretary of Defense for Indo-Pacific Security Affairs David Helvey’s Meeting With Pakistan…,2021-01-09 19:41:44,
AvrilBellon,,"RT @NikkeiAsia: INDO-PACIFIC PUSH | US plans $200 million construction of a new embassy building in New Delhi.
https://t.co/ee93BDbwod",2021-01-09 19:22:23,
